tanggal,Luas Panen Padi,GKPTP,GKPTPG,GKGTP,Beras
18/02/2024,10,7220,7800,9110,16070
19/02/2024,10,7320,7790,9300,16000
20/02/2024,10,7140,7600,9200,16030
21/02/2024,10,7310,7800,9290,16000
22/02/2024,10,7110,7720,9260,16000
23/02/2024,10,7130,7640,9250,15930
24/02/2024,20,7130,7590,9250,15970
25/02/2024,20,7130,7640,9200,16000
26/02/2024,10,7120,7590,9210,16000
27/02/2024,10,7130,7610,9130,15960
28/02/2024,20,7110,7680,9020,16060
29/02/2024,10,7200,7700,9130,15920
1/3/2024,10,7200,7530,9010,16080
2/3/2024,10,7150,7510,8980,16070
3/3/2024,10,7320,7600,9010,16100
4/3/2024,0,7290,7560,8960,16100
5/3/2024,10,7220,7560,8820,16020
6/3/2024,10,7030,7430,8650,15840
7/3/2024,10,6940,7330,8500,15660
8/3/2024,10,6930,7300,8490,15640
9/3/2024,10,7030,7430,8540,15640
10/3/2024,10,6980,7390,8550,15640
11/3/2024,10,6760,7140,8330,15640
12/3/2024,10,6530,6930,8260,15480
13/03/2024,10,6480,6920,8240,15460
14/03/2024,10,6510,7060,8240,15510
15/03/2024,10,6480,6930,8190,15470
16/03/2024,10,6450,6890,8160,15390
17/03/2024,10,6630,7030,8250,15390
18/03/2024,10,6290,6780,8000,15390
19/03/2024,10,6440,6780,8000,15390
20/03/2024,10,6260,6780,7980,15390
21/03/2024,10,6150,6780,7960,15390
22/03/2024,10,6260,6780,7980,15390
23/03/2024,10,6480,6660,8070,15390
24/03/2024,10,6220,6500,7850,15270
25/03/2024,10,6120,6420,7850,15270
26/03/2024,10,6180,6490,7850,15190
27/03/2024,10,6240,6490,7850,15190
28/03/2024,20,6240,6490,7850,15190
29/03/2024,10,6120,6420,7800,15190
30/03/2024,10,6240,6670,7980,15190
31/03/2024,10,6030,6510,7720,15190
1/4/2024,10,6030,6510,7730,15160
2/4/2024,10,5940,6540,7810,15130
3/4/2024,10,5850,6360,7680,15080
4/4/2024,10,5690,6210,7290,15160
5/4/2024,10,5690,6110,7260,15000
6/4/2024,10,5680,6020,7250,14870
7/4/2024,10,5680,6130,7230,14870
8/4/2024,10,5780,6220,7270,14940
9/4/2024,10,5710,6180,7200,14960
10/4/2024,-,6100,6350,7850,15150
11/4/2024,-,5950,6120,7280,14990
12/4/2024,10,5660,6130,7040,14950
13/04/2024,20,5660,6110,7070,14950
14/04/2024,20,5630,6110,7070,14920
15/04/2024,20,5650,6110,7020,14920
16/04/2024,20,5580,6020,6910,14710
17/04/2024,20,5600,6020,6910,14710
18/04/2024,40,5560,5930,6900,14660
19/04/2024,40,5530,5950,6820,14600
20/04/2024,40,5450,5900,6800,14520
21/04/2024,20,5440,5950,6840,14860
22/04/2024,10,5390,5870,6700,14390
23/04/2024,10,5320,5870,6690,14580
24/04/2024,10,5480,5890,6790,14210
25/04/2024,10,5500,5820,6750,14140
26/04/2024,10,5380,5740,6750,13960
27/04/2024,10,5340,5680,6700,13810
28/04/2024,10,5290,5630,6730,13760
29/04/2024,10,5320,5670,6730,13850
30/04/2024,10,5320,5670,6720,13770
1/5/2024,10,5280,5670,6720,13920
2/5/2024,10,5310,5660,6720,13840
3/5/2024,10,5280,5630,6700,13840
4/5/2024,10,5290,5640,6730,13910
5/5/2024,10,5290,5650,6690,13730
6/5/2024,10,5290,5650,6630,13650
7/5/2024,10,5300,5650,6650,13700
8/5/2024,10,5330,5670,6670,13540
9/5/2024,10,5380,5760,6700,13510
10/5/2024,10,5360,5760,6690,13540
11/5/2024,10,5360,5760,6690,13300
12/5/2024,10,5330,5760,6700,13380
13/05/2024,10,5430,5810,6760,13170
14/05/2024,10,5430,5770,6720,13200
15/05/2024,10,5430,5770,6710,13260
16/05/2024,10,5420,5720,6740,13290
17/05/2024,10,5450,5720,6740,13370
18/05/2024,10,5480,5760,6810,13400
19/05/2024,10,5540,5780,6870,13520
